,Name,Link,Category,Description
143, SocketLabs Email On Demand API,https://www.programmableweb.com/api/socketlabs-email-demand,Email, SocketLabs offers a cloud-based email delivery solution. The Email On Demand API allows developers to integrate their applications with real-time data from the platform. The data that can be...
144, Clear Books API,https://www.programmableweb.com/api/clear-books,Financial," Clear Books is an online accounting system for small businesses. Clear Books provides an API service to its users, allowing for third party communication to pass information both into and out of the..."
145, WORKetc Web Service API,https://www.programmableweb.com/api/worketc-web-service,Enterprise," WORKEtc is a hosted small business management software suite that includes an online CRM, and software for project management, billing, help desk and document management. The SOAP API allows users to..."
146, Oxygen.next API,https://www.programmableweb.com/api/oxygennext,Other," Oxygen.next is a free web service that allows to build up digital signage networks of any size, e.g. for instore-TV. The Oxygen REST API methods allow developers to access core Oxygen features. This..."
147, WBP Systems Heap CRM API,https://www.programmableweb.com/api/wbp-systems-heap-crm,Enterprise," WBP Systems Heap is a CRM system that allows users to track their contacts, leads and clients. With the HEAP simple API users can send information or retrieve information from Heap programmatically...."
148, WBP Systems Torch API,https://www.programmableweb.com/api/wbp-systems-torch,Project Management," WBP Systems Torch is a project management service that allows users to bid, collaborate, track resources and invoice. Using the API allows clients to interact with Torch programmatically. Torch's API..."
149, Tactile CRM API,https://www.programmableweb.com/api/tactile-crm,Enterprise," Tactile is a web based CRM aimed at small businesses. It allows users to track clients, manage their sales pipleline and log notes, emails, calls and notes. The Tactile API allows users to make..."
150, Solve360 API,https://www.programmableweb.com/api/solve360,Enterprise," Solve360 is an on demand CRM that acts as a collaborative workspace for users to track their contacts, leads and clients. The API gives users the ability to add, edit, delete and report on data in..."
151, Setster API,https://www.programmableweb.com/api/setster,Calendars," Setster is a simple and intuitive scheduling solution that empowers those in the professional services market to accept appointments online. Embed on your website, blog -- even email body -- and..."
152, Kickserv API,https://www.programmableweb.com/api/kickserv,Enterprise," Kickserv is web-based software designed to help businesses through features such as scheduling, dispatching, calendaring, mobile access, QuickBooks integration, and advanced reporting. The Kickserv..."
153, Less Accounting API,https://www.programmableweb.com/api/less-accounting,Financial, Less Accounting is a web based accounting application aimed at small businesses. The Less Accounting API allows developer to interface with the software using RESTful calls. All responses are in XML...
154, ProofHQ API,https://www.programmableweb.com/api/proofhq,Tools," ProofHQ is a web based service that helps designers manage design review and approval. ProofHQ is a web application that lets users upload and share media, and provides collaborative review tools so..."
155, PipelineDeals API,https://www.programmableweb.com/api/pipelinedeals,Enterprise," PipelineDeals is an online CRM that also tracks sales and leads. The API was designed to cover all basic aspects of PipelineDeals objects, and allows users to write custom apps. It uses REST protocol..."
156, FormSite API,https://www.programmableweb.com/api/formsite,Business," FormSite.com is a site that allows users to build online html forms and web surveys. There are over 100 pre-built forms that users can customize. The site also provides the functionality to email,..."
157, Infusionsoft XML-RPC API,https://www.programmableweb.com/api/infusionsoft-xml-rpc,Enterprise," Infusionsoft is an online software program that automates marketing, sales, and customer management processes. The Infusionsoft API allows users to integrate existing tools and apps into Infusionsoft..."
158, Capsule CRM API,https://www.programmableweb.com/api/capsule-crm,Enterprise," Capsule is an online CRM used to track contacts, manage sales and projects. The API allows a user-friendly and intuitive way for developers to interface with the Capsule system. The Capsule API is..."
159, Clarizen API,https://www.programmableweb.com/api/clarizen,Project Management," Clarizen is a provider of collaborative online project management software that allows businesses to manage all of their projects and resources in a single environment. With the SOAP API, users can..."
160, edocr API,https://www.programmableweb.com/api/edocr,Enterprise, edocr.com provides a highly interactivity environment for publishing and distributing an organisationï¿½s public documents across the Internet. The API uses a RESTful protocol to interact with the...
161, EasyImg API,https://www.programmableweb.com/api/easyimg,Tools," EasyImg is a service for quickly creating web graphics without an editor such as Photoshop. The API uses RESTful calls and responses can be formatted as either JPG, GIF or PNG."
